TargetName	disease2B_scan | 006 | neg	normal4_scan | 017 | Geometric Segment	normal2B_scan | 008 | neg	normal3_scan | 002 | PanCK	disease3_scan | 009 | Geometric Segment	disease4_scan | 001 | PanCK	normal2B_scan | 020 | Geometric Segment	disease4_scan | 004 | PanCK	disease4_scan | 010 | Geometric Segment	disease3_scan | 003 | neg	disease1B_scan | 008 | neg	disease3_scan | 031 | Geometric Segment	normal3_scan | 021 | Geometric Segment	normal3_scan | 007 | Geometric Segment	normal4_scan | 004 | PanCK	disease3_scan | 030 | Geometric Segment	normal2B_scan | 013 | Geometric Segment	normal3_scan | 029 | Geometric Segment	normal3_scan | 025 | Geometric Segment	disease3_scan | 023 | Geometric Segment	disease3_scan | 007 | Geometric Segment	normal3_scan | 036 | Geometric Segment	normal3_scan | 020 | Geometric Segment	disease3_scan | 036 | Geometric Segment	disease2B_scan | 007 | neg	normal2B_scan | 012 | PanCK	normal3_scan | 011 | Geometric Segment	disease2B_scan | 010 | PanCK	disease3_scan | 025 | Geometric Segment	normal2B_scan | 021 | Geometric Segment	normal3_scan | 053 | Geometric Segment	disease3_scan | 012 | Geometric Segment	normal3_scan | 010 | Geometric Segment	normal3_scan | 044 | Geometric Segment	disease3_scan | 001 | neg	normal2B_scan | 011 | PanCK	disease2B_scan | 022 | Geometric Segment	disease3_scan | 001 | PanCK	normal3_scan | 024 | Geometric Segment	normal3_scan | 001 | PanCK	disease3_scan | 053 | Geometric Segment	disease3_scan | 027 | Geometric Segment	disease3_scan | 008 | Geometric Segment	normal3_scan | 018 | Geometric Segment	normal3_scan | 006 | neg	disease1B_scan | 015 | Geometric Segment	disease4_scan | 002 | PanCK	disease3_scan | 041 | Geometric Segment	disease1B_scan | 016 | Geometric Segment	disease4_scan | 008 | Geometric Segment	normal3_scan | 049 | Geometric Segment	disease3_scan | 004 | neg	normal3_scan | 014 | Geometric Segment	normal4_scan | 005 | PanCK	normal4_scan | 011 | Geometric Segment	disease2B_scan | 006 | PanCK	disease3_scan | 037 | Geometric Segment	disease3_scan | 051 | Geometric Segment	disease2B_scan | 020 | Geometric Segment	disease4_scan | 018 | Geometric Segment	disease4_scan | 003 | neg	normal3_scan | 034 | Geometric Segment	disease3_scan | 049 | Geometric Segment	disease1B_scan | 019 | Geometric Segment	normal3_scan | 040 | Geometric Segment	normal2B_scan | 019 | Geometric Segment	normal3_scan | 052 | Geometric Segment	disease1B_scan | 010 | PanCK	normal2B_scan | 017 | Geometric Segment	disease4_scan | 004 | neg
MCF2L2	5	3	16	4	10	5	7	10	6	27	8	5	13	10	7	20	4	8	9	14	19	6	9	7	10	2	5	2	8	3	4	10	5	8	44	4	5	25	4	14	9	9	8	3	19	1	8	3	1	19	8	44	7	11	6	2	11	12	6	5	42	5	3	1	5	6	5	7	10	36
FAM167A	3	3	16	8	9	8	3	7	6	27	5	9	7	6	10	14	3	1	7	8	16	4	4	5	8	4	4	1	8	2	8	8	5	6	29	6	1	20	3	11	3	8	15	8	14	1	9	2	1	12	2	23	5	6	8	2	8	8	4	4	46	1	2	1	6	5	5	7	8	30
OR5L2	5	3	11	6	11	8	2	8	6	32	13	6	7	6	6	12	10	5	3	12	17	2	8	6	9	2	7	1	7	1	8	4	7	7	46	2	4	22	8	5	5	7	10	11	12	1	8	4	2	16	7	42	3	5	5	1	5	5	5	7	32	4	1	1	2	6	5	13	8	31
HDGFL3	8	7	16	8	15	19	15	18	14	36	12	15	25	17	18	26	28	11	16	18	26	11	18	15	3	16	27	4	23	7	14	17	20	16	65	11	10	35	13	28	16	19	18	24	27	2	16	9	2	24	23	61	14	26	14	4	21	29	8	4	64	15	23	1	9	32	19	19	23	39
PTPRR	9	5	16	8	22	12	6	5	5	34	14	13	15	10	9	13	5	4	12	16	20	5	9	12	5	8	8	2	10	4	6	6	7	9	60	2	3	40	6	11	9	14	19	8	24	4	7	9	2	27	10	52	7	15	3	2	10	14	8	4	57	8	17	1	6	9	2	12	13	37
BCS1L	10	3	24	9	15	13	10	9	10	32	12	6	13	6	17	13	8	5	12	22	18	7	10	5	7	17	13	6	11	7	8	12	14	8	49	8	4	24	10	19	9	14	24	16	21	3	11	7	1	23	12	64	7	21	8	1	13	7	6	12	54	10	19	1	5	9	6	18	12	45
ENGASE	2	6	23	16	16	44	11	20	15	49	16	14	20	17	14	18	12	4	11	15	27	16	17	8	7	12	9	7	16	9	11	17	15	10	58	13	7	39	7	20	15	11	15	21	28	3	102	7	7	34	6	74	8	27	7	3	14	20	5	22	52	13	12	3	6	13	7	15	22	46
SUMF1	10	7	27	28	21	30	20	20	12	63	27	26	31	29	23	20	17	12	24	32	46	19	18	21	20	30	20	13	23	7	14	25	23	6	93	11	4	78	21	33	24	21	27	16	41	2	26	12	2	41	31	107	25	43	20	6	27	37	16	8	109	21	24	1	19	26	10	31	22	84
SVEP1	4	4	16	6	13	12	5	5	10	40	21	8	6	8	8	8	2	5	6	5	8	8	4	5	4	8	5	1	7	4	3	8	3	5	44	1	7	29	3	7	11	3	12	2	13	1	5	6	2	17	7	66	10	12	4	2	9	13	10	5	54	6	4	1	3	7	2	8	7	49
GAS2L3	10	3	33	8	12	12	5	7	8	39	23	9	5	13	23	13	8	9	12	16	16	11	9	5	15	6	4	2	6	3	3	6	9	7	46	6	2	21	7	13	8	9	10	5	15	1	10	7	6	19	8	45	9	18	3	7	12	13	11	4	49	9	9	2	1	8	7	18	7	34
PRR20A	9	9	12	10	27	16	6	26	26	73	13	19	22	19	29	31	6	5	16	24	41	11	16	29	13	11	13	2	22	3	9	19	9	18	134	4	10	67	11	16	33	26	21	16	16	2	13	6	2	32	9	109	13	14	16	3	24	34	5	6	76	14	20	4	3	12	7	24	11	56
ADCY10	3	6	16	8	9	9	4	12	4	35	3	7	5	5	7	14	4	4	5	11	17	7	6	7	3	3	2	3	9	4	1	9	6	9	41	5	4	19	9	9	9	8	9	8	21	3	6	5	4	17	12	40	8	15	4	1	9	8	7	2	40	8	6	1	6	1	5	9	11	32
OR56A1	7	7	11	9	10	10	6	13	2	34	9	10	9	13	3	18	4	7	10	11	22	10	12	7	8	8	14	5	12	3	7	11	7	7	52	5	1	40	5	12	8	19	16	14	16	1	8	3	1	24	8	47	6	14	13	1	13	13	8	6	47	4	8	1	2	3	6	14	9	44
LIG1	7	3	13	4	11	15	5	5	11	45	13	10	17	10	4	13	5	6	15	13	18	5	7	10	12	9	10	3	14	1	6	12	9	5	47	6	6	40	13	17	9	12	13	5	14	1	5	5	2	20	13	65	10	16	3	6	19	18	5	4	48	5	14	2	3	5	4	12	11	35
ZNF398	10	7	17	8	14	9	8	19	17	25	13	9	21	10	11	18	14	6	18	19	24	10	4	9	10	6	10	4	14	5	7	12	7	10	43	9	4	29	8	25	18	14	14	12	17	2	10	8	2	24	7	44	10	10	12	3	18	9	7	7	47	7	9	1	10	9	4	13	10	31
BAIAP2	4	3	23	8	12	5	7	6	10	53	12	15	25	11	12	16	6	7	17	18	23	10	17	9	5	10	16	2	10	3	11	5	12	10	55	6	4	41	18	18	17	20	20	12	28	3	12	2	4	25	16	73	14	12	16	1	19	15	11	5	48	12	11	1	8	8	11	14	12	39
CTSH	83	3	395	79	14	30	16	52	12	73	26	13	20	10	128	9	18	3	11	14	26	6	13	8	69	125	6	63	14	13	4	15	6	9	103	105	4	85	14	194	12	10	14	9	61	2	81	9	2	37	8	99	11	154	3	31	16	9	4	6	399	5	9	1	7	11	2	15	14	94
MAS1	5	3	17	7	11	11	5	10	10	34	12	13	12	8	10	10	5	8	9	17	27	10	8	21	12	6	7	3	7	5	14	9	10	4	52	3	7	29	3	8	9	18	9	3	14	1	10	6	1	14	8	70	4	20	9	2	10	11	1	4	42	11	7	1	10	11	5	12	6	30
NUDCD3	24	13	37	8	21	30	17	16	23	61	23	16	40	37	20	49	26	16	18	35	38	18	29	24	30	23	22	11	17	8	14	21	20	13	86	14	7	71	13	29	20	18	20	16	48	4	12	6	2	37	20	99	16	16	18	6	11	35	15	7	83	17	22	2	10	13	15	14	26	49
GGNBP2	17	2	23	18	20	14	16	11	15	41	20	15	25	19	21	26	18	14	16	15	39	12	17	14	13	22	13	16	19	6	10	10	9	19	54	17	9	40	9	32	18	15	21	15	33	3	12	9	3	24	24	71	15	28	22	4	23	22	16	11	74	10	17	1	12	20	15	24	15	41
TMEM128	10	5	27	18	18	6	13	7	13	43	8	13	18	11	17	22	16	5	15	13	22	13	9	7	11	12	21	3	24	8	11	8	12	9	41	12	1	37	9	28	14	10	12	13	25	3	9	5	1	17	16	61	10	19	7	3	12	24	9	3	43	9	13	1	9	14	11	12	8	35
NFATC2	11	1	24	10	13	14	11	15	12	45	22	17	23	11	10	15	8	5	13	17	22	9	12	9	7	11	11	5	14	7	9	14	8	6	63	6	7	35	10	14	8	8	12	9	24	6	10	8	3	33	12	91	10	14	6	3	15	17	7	3	59	8	10	1	3	12	6	11	15	36
ZRANB2	15	14	36	22	24	32	26	22	24	57	43	18	41	24	25	30	15	14	24	28	53	21	22	25	12	23	21	15	24	11	21	13	14	16	95	25	14	66	19	42	26	20	30	16	43	6	32	5	2	44	26	97	29	36	20	9	18	29	11	8	96	16	27	5	15	22	15	24	25	72
TUBB6	9	8	31	5	20	13	15	22	17	41	14	16	33	25	16	26	21	10	19	23	42	10	15	12	15	4	14	8	23	6	16	14	21	17	59	11	8	32	10	15	25	23	24	15	19	4	15	12	2	18	16	71	12	14	19	2	15	21	10	10	71	13	18	1	7	14	7	17	20	58
KHDRBS3	37	8	31	8	16	23	14	21	11	44	16	20	18	21	13	16	15	12	15	8	36	12	19	10	22	16	19	8	17	2	9	22	12	12	51	13	6	45	11	9	13	23	18	15	51	2	21	11	7	28	19	63	9	10	9	4	21	14	8	6	52	20	26	1	7	11	14	13	19	59
SLC47A1	17	3	29	5	5	6	5	8	6	52	12	7	14	10	11	12	5	3	11	6	16	2	4	9	19	5	3	2	8	2	5	5	9	6	65	1	4	26	7	11	8	3	10	5	44	1	7	3	1	16	8	42	11	11	5	2	8	10	2	2	52	6	7	1	1	7	5	9	8	31
SUZ12	18	3	27	18	13	11	15	15	9	48	15	14	18	23	23	25	15	6	13	14	25	14	19	10	12	16	22	5	12	9	14	20	15	6	54	11	9	43	20	27	7	16	34	15	34	4	13	7	1	25	15	70	11	17	16	5	13	24	5	8	63	12	14	2	4	15	7	27	8	45
GLO1	44	18	65	43	16	37	37	19	22	56	40	20	33	31	57	31	37	19	29	21	37	30	34	21	29	72	40	11	22	13	20	19	31	33	76	56	7	57	19	90	19	24	22	26	76	3	27	6	4	35	32	83	29	54	33	10	25	21	18	10	72	19	11	1	7	51	19	40	44	79
BTBD8	1	3	8	5	1	3	3	2	9	19	12	3	5	11	10	7	9	3	4	7	11	1	8	4	2	3	1	2	8	4	7	2	2	1	24	5	1	9	2	6	4	11	11	5	6	1	8	3	1	9	6	27	7	8	1	1	4	10	1	2	26	1	4	1	1	5	2	5	3	30
