RTS_ID	TargetName	ProbeID	Negative
RTS0025940	TST	40192	FALSE
RTS0025941	TAF11	40193	FALSE
RTS0025942	RPL18	40194	FALSE
RTS0025943	SREK1	40195	FALSE
RTS0025944	WTAP	40196	FALSE
RTS0025945	IQCA1	40197	FALSE
RTS0025946	ASCL5	40198	FALSE
RTS0025947	SLC16A7	40199	FALSE
RTS0025948	MED4	40200	FALSE
RTS0025949	MCU	40201	FALSE
RTS0025950	NRM	40202	FALSE
RTS0025951	BCL2L13	40203	FALSE
RTS0025952	CHST15	40204	FALSE
RTS0025953	NTAN1	40205	FALSE
RTS0025954	STRIP1	40206	FALSE
RTS0025955	SYT6	40207	FALSE
RTS0025957	GABRG3	40208	FALSE
RTS0025960	KLF7	40209	FALSE
RTS0025961	OVOL3	40210	FALSE
RTS0025962	ZFAND2B	40211	FALSE
RTS0025963	CDH19	40212	FALSE
RTS0025964	ADGRE2	40213	FALSE
RTS0025965	PCED1A	40214	FALSE
RTS0025966	CLEC18A	40215	FALSE
RTS0025968	ZNF512	40216	FALSE
RTS0025969	ZNF266	40217	FALSE
RTS0025970	CCDC177	40218	FALSE
RTS0025971	PEX11A	40219	FALSE
RTS0025973	STX10	40220	FALSE
RTS0025974	PPP1R12C	40221	FALSE
RTS0025975	MEF2D	40222	FALSE
RTS0025976	ZNF138	40223	FALSE
RTS0025977	NSA2	40224	FALSE
RTS0025978	CYLC1	40225	FALSE
RTS0025979	ANKRD61	40226	FALSE
RTS0025980	IZUMO3	40227	FALSE
RTS0025981	FBXO38	40228	FALSE
RTS0025982	AP3B1	40229	FALSE
RTS0025983	PSMD6	40230	FALSE
RTS0025984	FAR2	40231	FALSE
RTS0025985	DYNC1I2	40232	FALSE
RTS0025986	PLA2G2D	40233	FALSE
RTS0025987	ORAI2	40234	FALSE
RTS0025988	C9orf92	40235	FALSE
RTS0025989	RSRC1	40236	FALSE
RTS0025990	TBC1D16	40237	FALSE
RTS0025991	PNLDC1	40238	FALSE
RTS0025992	CUEDC1	40239	FALSE
RTS0025993	TARS2	40240	FALSE
RTS0025994	RMND1	40241	FALSE
RTS0025995	MEGF8	40242	FALSE
RTS0025996	SLC39A1	40243	FALSE
RTS0025997	CREB3L3	40244	FALSE
RTS0025999	OTOP3	40245	FALSE
RTS0026000	LRRC14	40246	FALSE
RTS0026001	VWA2	40247	FALSE
RTS0026002	C16orf91	40248	FALSE
RTS0026003	SLC1A6	40249	FALSE
RTS0026004	STX4	40250	FALSE
RTS0026005	CHD4	40251	FALSE
RTS0026006	CHGA	40252	FALSE
RTS0026007	CHI3L1	40253	FALSE
RTS0026008	IFNL4	40254	FALSE
RTS0026009	DUOXA1	40255	FALSE
RTS0026012	TNNT2	40256	FALSE
RTS0026013	C1orf100	40257	FALSE
RTS0026014	C1orf141	40258	FALSE
RTS0026015	C9orf153	40259	FALSE
RTS0026016	WDR38	40260	FALSE
RTS0026017	SEC16A	40261	FALSE
RTS0026018	DRGX	40262	FALSE
RTS0026019	B4GALNT1	40263	FALSE
RTS0026020	GPSM3	40264	FALSE
RTS0026021	MT1HL1	40265	FALSE
RTS0026022	ANKDD1B	40266	FALSE
RTS0026023	C11orf74	40267	FALSE
RTS0026024	MFF	40268	FALSE
RTS0026025	ZNF541	40269	FALSE
RTS0026026	ZNF550	40270	FALSE
RTS0026027	B3GALNT2	40271	FALSE
RTS0026028	OTOG	40272	FALSE
RTS0026029	IGSF9B	40273	FALSE
RTS0026030	ZNF891	40274	FALSE
RTS0026031	MAGEB17	40275	FALSE
RTS0026032	ANKRD62	40276	FALSE
RTS0026033	C19orf67	40279	FALSE
RTS0026034	AOC3	40280	FALSE
RTS0026035	CIB1	40281	FALSE
RTS0026036	POMK	40282	FALSE
RTS0026037	CHUK	40283	FALSE
RTS0026038	ZKSCAN8	40284	FALSE
RTS0026040	HERC4	40285	FALSE
RTS0026041	GANAB	40286	FALSE
RTS0026042	NUP153	40287	FALSE
RTS0026043	RUSC1	40288	FALSE
RTS0026044	RXYLT1	40289	FALSE
RTS0026045	TADA3	40290	FALSE
RTS0026048	ARL6	40291	FALSE
RTS0026049	CFAP65	40292	FALSE
RTS0026051	MPP2	40293	FALSE
RTS0026052	CEACAM18	40294	FALSE
RTS0026053	USP44	40295	FALSE
RTS0026054	ANXA11	40296	FALSE
RTS0026055	LILRB4	40297	FALSE
RTS0026056	ANKLE1	40298	FALSE
RTS0026057	DNM1L	40299	FALSE
RTS0026058	CHRDL2	40300	FALSE
RTS0026060	GPATCH11	40301	FALSE
RTS0026062	AP3B2	40302	FALSE
RTS0026063	C10orf126	40303	FALSE
RTS0026064	ZNF518A	40304	FALSE
RTS0026065	ERMARD	40305	FALSE
RTS0026067	GRIN2C	40306	FALSE
RTS0026068	WSB2	40307	FALSE
RTS0026069	ZNF316	40308	FALSE
RTS0026070	LCTL	40309	FALSE
RTS0026071	LIAS	40310	FALSE
RTS0026072	ALDH6A1	40311	FALSE
RTS0026073	NUP54	40312	FALSE
RTS0026074	NFXL1	40313	FALSE
RTS0026075	CRNKL1	40314	FALSE
RTS0026076	C9orf43	40315	FALSE
RTS0026077	SNRPD3	40316	FALSE
RTS0026078	RAB23	40317	FALSE
RTS0026079	GPR132	40318	FALSE
RTS0026080	POLR2H	40319	FALSE
RTS0026083	RFXANK	40320	FALSE
RTS0026084	KCNMB2	40321	FALSE
RTS0026085	CIDEA	40322	FALSE
RTS0026086	TBCB	40323	FALSE
RTS0026088	RBPJL	40324	FALSE
RTS0026089	MBD3	40325	FALSE
RTS0026090	ATG4D	40326	FALSE
RTS0026091	MLIP	40327	FALSE
RTS0026092	ADCY1	40328	FALSE
RTS0026093	DOC2A	40329	FALSE
RTS0026094	RFX3	40330	FALSE
RTS0026095	ADA2	40331	FALSE
RTS0026096	PRAC2	40332	FALSE
RTS0026097	ARHGAP45	40334	FALSE
RTS0026098	LRRC63	40335	FALSE
RTS0026100	PRR23D2	40336	FALSE
RTS0026101	PRKG2	40337	FALSE
RTS0026102	PRIM2	40338	FALSE
RTS0026103	GOLGA8N	40340	FALSE
RTS0026104	MUC20	40341	FALSE
RTS0026106	UBAP2	40342	FALSE
RTS0026107	CCDC182	40343	FALSE
RTS0026108	HHLA2	40344	FALSE
RTS0026109	ZCCHC17	40345	FALSE
RTS0026110	PTGES3	40346	FALSE
RTS0026111	MICAL2	40347	FALSE
RTS0026112	GAPVD1	40348	FALSE
RTS0026113	SENP7	40349	FALSE
RTS0026114	CCNY	40350	FALSE
RTS0026115	RALGAPB	40351	FALSE
RTS0026117	TLE3	40352	FALSE
RTS0026119	NUDT13	40353	FALSE
RTS0026120	RTF2	40354	FALSE
RTS0026121	USP25	40355	FALSE
RTS0026122	AP3S1	40356	FALSE
RTS0026123	CCSER2	40357	FALSE
RTS0026124	PNOC	40358	FALSE
RTS0026125	PPP4R3A	40359	FALSE
RTS0026126	TBC1D22A	40360	FALSE
RTS0026129	CLCA1	40361	FALSE
RTS0026130	MRAP	40362	FALSE
RTS0026131	NEURL3	40363	FALSE
RTS0026132	CLCN6	40364	FALSE
RTS0026133	RBM7	40365	FALSE
RTS0026134	SMPDL3A	40366	FALSE
RTS0026135	MPZL3	40367	FALSE
RTS0026136	TMEM117	40368	FALSE
RTS0026138	SPATA6	40369	FALSE
RTS0026139	KLHL32	40370	FALSE
RTS0026140	ADAT2	40371	FALSE
RTS0026141	TCP11L2	40372	FALSE
RTS0026142	MAEL	40373	FALSE
RTS0026143	TMEM179	40374	FALSE
RTS0026144	SCML4	40375	FALSE
RTS0026145	TUBGCP4	40376	FALSE
RTS0026146	EMC4	40377	FALSE
RTS0026147	TSBP1	40378	FALSE
RTS0026148	PARP11	40379	FALSE
RTS0026149	DUSP22	40380	FALSE
RTS0026150	RNPS1	40381	FALSE
RTS0026151	MTERF3	40382	FALSE
RTS0026152	FAM120A	40383	FALSE
RTS0026153	SLC44A1	40384	FALSE
RTS0026154	OTUD6B	40385	FALSE
RTS0026155	MRPS27	40386	FALSE
RTS0026156	CRISPLD1	40387	FALSE
RTS0026157	GAK	40388	FALSE
RTS0026158	CTNNAL1	40389	FALSE
RTS0026159	KIAA1958	40390	FALSE
RTS0026160	RABGEF1	40391	FALSE
RTS0026161	MOGAT3	40392	FALSE
RTS0026162	D2HGDH	40393	FALSE
RTS0026163	ZNF852	40394	FALSE
RTS0026164	ITPRID2	40396	FALSE
RTS0026165	CDC25C	40397	FALSE
RTS0026167	FDFT1	40398	FALSE
RTS0026168	CLIC1	40399	FALSE
RTS0026169	EPHA7	40400	FALSE
RTS0026170	DAPK1	40401	FALSE
RTS0026171	E4F1	40402	FALSE
RTS0026173	GMIP	40403	FALSE
RTS0026174	CLIC2	40404	FALSE
RTS0026175	SLCO6A1	40405	FALSE
RTS0026176	SLC22A17	40406	FALSE
RTS0026177	ST6GALNAC1	40407	FALSE
RTS0026179	SMARCA2	40408	FALSE
RTS0026180	MMS19	40409	FALSE
RTS0026181	LDB2	40413	FALSE
RTS0026182	SEMA3B	40414	FALSE
RTS0026183	VPS11	40415	FALSE
RTS0026184	DOCK1	40416	FALSE
RTS0026185	BECN2	40417	FALSE
RTS0026186	SERPINB11	40418	FALSE
RTS0026187	FOXO6	40419	FALSE
RTS0026188	CYB561D2	40420	FALSE
RTS0026189	PPP2R2D	40421	FALSE
RTS0026190	MILR1	40422	FALSE
RTS0026191	PERM1	40423	FALSE
RTS0026192	GOLGA6L9	40424	FALSE
RTS0026193	SH2B3	40425	FALSE
RTS0026194	SMC1B	40426	FALSE
RTS0026195	GGA3	40427	FALSE
RTS0026196	GRAP2	40428	FALSE
RTS0026197	ERFE	40429	FALSE
RTS0026198	C3orf14	40430	FALSE
RTS0026199	CLNS1A	40431	FALSE
RTS0026200	MUTYH	40432	FALSE
RTS0026201	NOD2	40433	FALSE
RTS0026203	CLPTM1	40434	FALSE
RTS0026205	C5orf38	40435	FALSE
RTS0026206	CCR1	40436	FALSE
RTS0026207	ACKR2	40437	FALSE
RTS0026208	CNGB1	40438	FALSE
RTS0026209	APELA	40439	FALSE
RTS0026210	TMEM128	40440	FALSE
RTS0026211	SIN3B	40441	FALSE
RTS0026212	MAP3K6	40442	FALSE
RTS0026213	ZNF461	40443	FALSE
RTS0026214	RGL1	40444	FALSE
RTS0026215	ZNF417	40445	FALSE
RTS0026216	SYNE4	40446	FALSE
RTS0026217	HELQ	40447	FALSE
RTS0026218	CNN1	40448	FALSE
RTS0026219	LYPLAL1	40449	FALSE
RTS0026220	RHOD	40450	FALSE
RTS0026221	WNT8A	40451	FALSE
RTS0026222	EIF3K	40452	FALSE
RTS0026223	AMOTL1	40453	FALSE
RTS0026225	GANC	40454	FALSE
RTS0026226	NEMF	40455	FALSE
RTS0026228	SS18L1	40456	FALSE
RTS0026230	CORT	40457	FALSE
RTS0026231	UMAD1	40458	FALSE
RTS0026232	KLF13	40459	FALSE
RTS0026233	TRIM2	40460	FALSE
RTS0026234	DEFB134	40461	FALSE
RTS0026235	C3orf35	40462	FALSE
RTS0026237	TMED4	40463	FALSE
RTS0026238	HEXIM2	40464	FALSE
RTS0026239	POLR3C	40465	FALSE
RTS0026240	IFT52	40466	FALSE
RTS0026241	SHLD1	40467	FALSE
RTS0026242	ELK3	40469	FALSE
RTS0026243	MEIKIN	40470	FALSE
RTS0026244	MLEC	40471	FALSE
RTS0026245	CPD	40472	FALSE
RTS0026246	ARMC7	40473	FALSE
RTS0026247	CKAP2L	40475	FALSE
RTS0026248	SLMAP	40477	FALSE
RTS0026249	TGDS	40478	FALSE
RTS0026250	GALNT11	40479	FALSE
RTS0026251	MRLN	40480	FALSE
RTS0026253	DUSP18	40481	FALSE
RTS0026254	CIAO3	40482	FALSE
RTS0026255	OXLD1	40484	FALSE
RTS0026256	CLDN4	40485	FALSE
RTS0026257	DYNLRB2	40486	FALSE
RTS0026259	STK38	40487	FALSE
RTS0026260	PTOV1	40488	FALSE
RTS0026262	C5orf60	40489	FALSE
RTS0026263	CLDN3	40490	FALSE
RTS0026264	DLEU7	40491	FALSE
RTS0026265	TDRD15	40492	FALSE
RTS0026266	SPDYE5	40493	FALSE
RTS0026267	SETD7	40494	FALSE
RTS0026268	CLDN7	40495	FALSE
RTS0026269	TM2D3	40497	FALSE
RTS0026270	CPN1	40499	FALSE
RTS0026271	ST7L	40500	FALSE
RTS0026272	PTPRN2	40501	FALSE
RTS0026273	SHFL	40502	FALSE
RTS0026274	TSPAN2	40503	FALSE
RTS0026275	MYO15B	40505	FALSE
RTS0026276	PTH2R	40507	FALSE
RTS0026277	CREBL2	40508	FALSE
RTS0026278	TTC6	40510	FALSE
RTS0026280	CRIP1	40512	FALSE
RTS0026281	BLOC1S6	40513	FALSE
RTS0026282	CRMP1	40514	FALSE
RTS0026283	MAPK14	40515	FALSE
RTS0026284	PRRG2	40517	FALSE
RTS0026285	C2orf81	40518	FALSE
RTS0026286	GPALPP1	40519	FALSE
RTS0026287	SNRPG	40521	FALSE
RTS0026288	SNF8	40522	FALSE
RTS0026289	SPACA3	40523	FALSE
RTS0026290	MED29	40525	FALSE
RTS0026291	SFTPC	40526	FALSE
RTS0026292	HEMK1	40527	FALSE
RTS0026293	AK8	40529	FALSE
RTS0026294	ZDHHC12	40530	FALSE
RTS0026295	SNCB	40531	FALSE
RTS0026296	DMAC1	40532	FALSE
RTS0026297	SLC6A5	40533	FALSE
RTS0026298	SLC35E4	40534	FALSE
RTS0026299	COX4I1	40535	FALSE
RTS0026300	TAF1B	40536	FALSE
RTS0026301	CSNK1G2	40537	FALSE
RTS0026302	KAZALD1	40538	FALSE
RTS0026303	PARPBP	40539	FALSE
RTS0026304	CSNK2B	40540	FALSE
RTS0026305	RANBP10	40541	FALSE
RTS0026306	HSPBAP1	40543	FALSE
RTS0026307	IL1R1	40545	FALSE
RTS0026308	CSRP2	40546	FALSE
RTS0026309	SLC30A4	40547	FALSE
RTS0026310	PSTPIP1	40548	FALSE
RTS0026312	SULT1C4	40549	FALSE
RTS0026313	MEI4	40550	FALSE
RTS0026314	SFXN1	40553	FALSE
RTS0026315	CST6	40554	FALSE
RTS0026316	AFG1L	40555	FALSE
RTS0026317	RPUSD1	40556	FALSE
RTS0026318	TMC7	40557	FALSE
RTS0026319	ACSM5	40558	FALSE
RTS0026320	CSTF2	40559	FALSE
RTS0026321	CTAG1B	40560	FALSE
RTS0026322	CTBP1	40561	FALSE
RTS0026323	CTBP2	40562	FALSE
RTS0026324	KLRG1	40563	FALSE
RTS0026325	DNAJC13	40564	FALSE
RTS0026326	LRP10	40565	FALSE
RTS0026327	FAM163A	40566	FALSE
RTS0026328	ZNF208	40567	FALSE
RTS0026329	CTF1	40568	FALSE
RTS0026330	POU6F1	40569	FALSE
RTS0026331	MTA3	40570	FALSE
RTS0026332	PLCZ1	40571	FALSE
RTS0026333	CTNND1	40572	FALSE
RTS0026334	CTNND2	40573	FALSE
RTS0026336	CTSO	40574	FALSE
RTS0026337	CTSW	40575	FALSE
RTS0026338	CTSZ	40576	FALSE
RTS0026339	CX3CR1	40577	FALSE
RTS0026340	CYLC2	40578	FALSE
RTS0026341	DAB2	40579	FALSE
RTS0026342	DAD1	40580	FALSE
RTS0026344	C19orf57	40581	FALSE
RTS0026346	DGKQ	40582	FALSE
RTS0026347	UBQLN3	40583	FALSE
RTS0026348	SLC46A3	40585	FALSE
RTS0026349	DAPK3	40586	FALSE
RTS0026350	CYP2D7	40601	FALSE
RTS0026351	REC114	40604	FALSE
RTS0026352	DARS1	40607	FALSE
RTS0026353	DAXX	40610	FALSE
RTS0026354	TEX15	40611	FALSE
RTS0026355	DAZL	40613	FALSE
RTS0026356	MGAT4C	40614	FALSE
RTS0026358	DBP	40616	FALSE
RTS0026359	AKR1C1	40619	FALSE
RTS0026360	FAAH2	40622	FALSE
RTS0026362	DDT	40627	FALSE
RTS0026364	NANOGP8	40633	FALSE
RTS0026365	GOLGA8S	40635	FALSE
RTS0026366	DDX3X	40636	FALSE
RTS0026367	DHX9	40637	FALSE
RTS0026368	DHX15	40638	FALSE
RTS0026369	DECR1	40642	FALSE
RTS0026370	DHCR7	40643	FALSE
RTS0026371	DHODH	40644	FALSE
RTS0026372	DIO3	40645	FALSE
RTS0026373	DKC1	40646	FALSE
RTS0026374	NKX6-3	40649	FALSE
RTS0026375	DLG4	40650	FALSE
RTS0026377	DNAH5	40657	FALSE
RTS0026378	DNAH6	40658	FALSE
RTS0026379	DNAH9	40659	FALSE
RTS0026380	DNAH14	40660	FALSE
RTS0026381	DNASE1L2	40661	FALSE
RTS0026383	DYNC1H1	40662	FALSE
RTS0026384	DNMT1	40663	FALSE
RTS0026385	DOK1	40664	FALSE
RTS0026387	DPH1	40665	FALSE
RTS0026388	DPYS	40666	FALSE
RTS0026391	DSCAM	40667	FALSE
RTS0026392	DUSP9	40668	FALSE
RTS0026393	DYRK1A	40669	FALSE
RTS0026394	ECE1	40670	FALSE
RTS0026396	S1PR1	40671	FALSE
RTS0026397	LPAR1	40672	FALSE
RTS0026398	EEF1G	40673	FALSE
RTS0026399	EFNA2	40674	FALSE
RTS0026400	EFNB3	40675	FALSE
RTS0026401	CELSR3	40676	FALSE
RTS0026402	CELSR2	40677	FALSE
RTS0026403	MEGF6	40678	FALSE
RTS0026405	EIF2B1	40679	FALSE
RTS0026408	EIF4B	40680	FALSE
RTS0026410	ELAVL3	40681	FALSE
RTS0026411	ELF5	40682	FALSE
RTS0026412	EMP1	40683	FALSE
RTS0026413	EMP2	40684	FALSE
RTS0026414	EMP3	40685	FALSE
RTS0026415	EN1	40686	FALSE
RTS0026416	EN2	40687	FALSE
RTS0026417	ENO1	40688	FALSE
RTS0026418	EP300	40689	FALSE
RTS0026419	EPAS1	40690	FALSE
RTS0026420	EREG	40691	FALSE
RTS0026421	ERN1	40692	FALSE
RTS0026422	FBL	40693	FALSE
RTS0026423	EXTL3	40694	FALSE
RTS0026425	FABP4	40695	FALSE
RTS0026426	FABP1	40696	FALSE
RTS0026427	FABP5	40697	FALSE
RTS0026428	FABP7	40698	FALSE
RTS0026429	FAT2	40699	FALSE
RTS0026430	GPC4	40700	FALSE
RTS0026431	FHL1	40701	FALSE
RTS0026432	FOXF1	40702	FALSE
RTS0026433	FOXF2	40703	FALSE
RTS0026434	FOXC1	40704	FALSE
RTS0026435	FOXJ1	40705	FALSE
RTS0026436	FOXO3	40706	FALSE
RTS0026437	FLNA	40707	FALSE
RTS0026438	FLT3LG	40708	FALSE
RTS0026439	FMO2	40709	FALSE
RTS0026440	FPR2	40710	FALSE
RTS0026441	FRZB	40711	FALSE
RTS0026442	ADAM2	40712	FALSE
RTS0026443	FYB1	40713	FALSE
RTS0026444	FZD2	40714	FALSE
RTS0026445	XRCC6	40715	FALSE
RTS0026446	GABBR1	40716	FALSE
RTS0026447	GALR1	40717	FALSE
RTS0026448	GAS8	40718	FALSE
RTS0026449	GATM	40719	FALSE
RTS0026450	GBX2	40720	FALSE
RTS0026453	TADA2A	40721	FALSE
RTS0026454	GDF1	40722	FALSE
RTS0026455	GDI1	40723	FALSE
RTS0026456	GDI2	40724	FALSE
RTS0026457	GFRA2	40725	FALSE
RTS0026458	GFRA3	40726	FALSE
RTS0026459	B4GALT1	40727	FALSE
RTS0026460	GCLC	40728	FALSE
RTS0026461	GMDS	40729	FALSE
RTS0026462	GNRH2	40730	FALSE
RTS0026463	GP2	40731	FALSE
RTS0026464	CXCR3	40732	FALSE
RTS0026465	GPER1	40733	FALSE
RTS0026466	GPR32	40734	FALSE
RTS0026467	MLNR	40735	FALSE
RTS0026468	GPR39	40736	FALSE
RTS0026469	GRID2	40737	FALSE
RTS0026471	GSTA4	40738	FALSE
RTS0026473	GTF2H3	40739	FALSE
RTS0026474	GTF2H4	40740	FALSE
RTS0026475	GTF3C1	40741	FALSE
RTS0026476	GTF3C2	40742	FALSE
RTS0026477	GUCY2F	40743	FALSE
RTS0026478	HAS1	40744	FALSE
RTS0026479	HCRT	40745	FALSE
RTS0026480	HCRTR1	40746	FALSE
RTS0026481	HCRTR2	40747	FALSE
RTS0026482	HDAC2	40748	FALSE
RTS0026483	HGFAC	40749	FALSE
RTS0026484	HIF1A	40750	FALSE
RTS0026485	MR1	40751	FALSE
RTS0026486	SLC29A2	40752	FALSE
RTS0026487	PRMT2	40753	FALSE
RTS0026488	PRMT1	40754	FALSE
RTS0026489	HSBP1	40755	FALSE
RTS0026491	HSPB1	40756	FALSE
RTS0026492	HSPB2	40757	FALSE
RTS0026493	IGSF3	40758	FALSE
RTS0026494	NDST1	40759	FALSE
RTS0026495	ICAM4	40760	FALSE
RTS0026496	MRPL58	40761	FALSE
RTS0026497	ID4	40762	FALSE
RTS0026498	IFIT2	40763	FALSE
RTS0026499	IFIT1	40764	FALSE
RTS0026501	IGBP1	40765	FALSE
RTS0026503	IGFBP7	40766	FALSE
RTS0026504	CCN1	40767	FALSE
RTS0026505	IKBKB	40768	FALSE
RTS0026506	CXCR2	40769	FALSE
RTS0026507	IL10RA	40770	FALSE
RTS0026508	IL12RB2	40771	FALSE
RTS0026509	IL13RA1	40772	FALSE
RTS0026510	TNFRSF9	40773	FALSE
RTS0026511	IL18	40774	FALSE
RTS0026512	IMPG1	40775	FALSE
RTS0026513	ING2	40776	FALSE
RTS0026514	CXCL10	40777	FALSE
RTS0026515	INPPL1	40778	FALSE
RTS0026516	EIF3E	40779	FALSE
RTS0026517	IRAK1	40780	FALSE
RTS0026518	IRAK2	40781	FALSE
RTS0026520	IRF7	40782	FALSE
RTS0026521	MPPED2	40783	FALSE
RTS0026523	AARS1	40784	FALSE
RTS0026525	ACADL	40785	FALSE
RTS0026526	ACADSB	40786	FALSE
RTS0026527	ACP5	40787	FALSE
RTS0026528	ACTA2	40788	FALSE
RTS0026529	ACTG2	40789	FALSE
RTS0026530	ACVR2A	40790	FALSE
RTS0026531	PARP1	40791	FALSE
RTS0026532	GRK2	40792	FALSE
RTS0026533	AHNAK	40793	FALSE
RTS0026535	AHSG	40794	FALSE
RTS0026536	CRYBG1	40795	FALSE
RTS0026537	AKT2	40796	FALSE
RTS0026538	ALCAM	40797	FALSE
RTS0026539	AKR1B1	40798	FALSE
RTS0026540	ALOX5AP	40799	FALSE
RTS0026541	ALPI	40800	FALSE
RTS0026542	ALPP	40801	FALSE
RTS0026543	AMBP	40802	FALSE
RTS0026544	AMD1	40803	FALSE
RTS0026545	AMPH	40804	FALSE
RTS0026546	SLC25A6	40805	FALSE
RTS0026547	AOAH	40806	FALSE
RTS0026548	APOF	40807	FALSE
RTS0026549	APCS	40808	FALSE
RTS0026550	APEH	40809	FALSE
RTS0026551	APEX1	40810	FALSE
RTS0026552	APOA2	40811	FALSE
RTS0026553	APOBEC1	40812	FALSE
RTS0026554	APOC1	40813	FALSE
RTS0026555	APOC4	40814	FALSE
RTS0026556	APOD	40815	FALSE
RTS0026557	SHROOM2	40816	FALSE
RTS0026558	AQP5	40817	FALSE
RTS0026559	AQP6	40818	FALSE
RTS0026560	ARAF	40819	FALSE
RTS0026561	ARCN1	40820	FALSE
RTS0026562	AREG	40821	FALSE
RTS0026563	ARF4	40822	FALSE
RTS0026564	ARL4D	40823	FALSE
RTS0026565	ARF5	40824	FALSE
RTS0026566	ARF6	40825	FALSE
RTS0026567	RHOA	40826	FALSE
RTS0026568	RHOG	40827	FALSE
RTS0026569	ARL2	40828	FALSE
RTS0026570	ARSD	40829	FALSE
RTS0026571	ARVCF	40830	FALSE
RTS0026572	ASGR1	40831	FALSE
RTS0026573	ASIP	40832	FALSE
RTS0026575	ATF4	40833	FALSE
RTS0026576	ATP12A	40834	FALSE
RTS0026578	ATP1B3	40835	FALSE
RTS0026580	ATP2B1	40836	FALSE
RTS0026581	ATP2B4	40837	FALSE
RTS0026582	ATP5F1B	40838	FALSE
RTS0026583	ATP5F1D	40839	FALSE
RTS0026584	ATP5PB	40840	FALSE
RTS0026585	ATP6V1A	40841	FALSE
RTS0026586	ATP6V1B1	40842	FALSE
RTS0026587	ATP6V1B2	40843	FALSE
RTS0026588	ATP6V1C1	40844	FALSE
RTS0026589	ATP5PO	40845	FALSE
RTS0026590	AUH	40846	FALSE
RTS0026591	AZU1	40847	FALSE
RTS0026592	ADGRB1	40848	FALSE
RTS0026593	ADGRB3	40849	FALSE
RTS0026594	BCL6	40850	FALSE
RTS0026595	OPN1SW	40851	FALSE
RTS0026596	CFB	40852	FALSE
RTS0026597	BGN	40853	FALSE
RTS0026598	CEACAM1	40854	FALSE
RTS0026599	BHMT	40855	FALSE
RTS0026600	BLK	40856	FALSE
RTS0026601	CXCR5	40857	FALSE
RTS0026602	BNC1	40858	FALSE
RTS0026603	BMP6	40859	FALSE
RTS0026605	BMX	40860	FALSE
RTS0026606	POLR3D	40861	FALSE
RTS0026608	BPI	40862	FALSE
RTS0026609	BRS3	40863	FALSE
RTS0026610	BTC	40864	FALSE
RTS0026611	KLF5	40865	FALSE
RTS0026613	BTN1A1	40866	FALSE
RTS0026615	C1S	40867	FALSE
RTS0026616	C5	40868	FALSE
RTS0026617	C5AR1	40869	FALSE
RTS0026618	C9	40870	FALSE
RTS0026619	CA1	40871	FALSE
RTS0026620	CA5A	40872	FALSE
RTS0026621	CALB2	40873	FALSE
RTS0026622	CALCA	40874	FALSE
RTS0026623	CALCR	40875	FALSE
RTS0026624	CALM2	40876	FALSE
RTS0026625	CAMK4	40877	FALSE
RTS0026626	CAMLG	40878	FALSE
RTS0026629	CAPN2	40879	FALSE
RTS0026630	CAPNS1	40880	FALSE
RTS0026631	CAT	40881	FALSE
RTS0026632	CAV1	40882	FALSE
RTS0026633	RUNX1	40883	FALSE
RTS0026635	SERPINA6	40884	FALSE
RTS0026636	CBR1	40885	FALSE
RTS0026638	CCND3	40886	FALSE
RTS0026639	CCNF	40887	FALSE
RTS0026641	CD1A	40888	FALSE
RTS0026642	CD1B	40889	FALSE
RTS0026643	CD1C	40890	FALSE
RTS0026644	CD1D	40891	FALSE
RTS0026645	CD2	40892	FALSE
RTS0026646	CD8A	40893	FALSE
RTS0026647	CD9	40894	FALSE
RTS0026648	CD22	40895	FALSE
RTS0026649	CD37	40896	FALSE
RTS0026650	CD38	40897	FALSE
RTS0026651	CD47	40898	FALSE
RTS0026652	CD48	40899	FALSE
RTS0026653	CD58	40900	FALSE
RTS0026654	CD63	40901	FALSE
RTS0026655	CD69	40902	FALSE
RTS0026656	CD72	40903	FALSE
RTS0026657	CD79A	40904	FALSE
RTS0026658	CDA	40905	FALSE
RTS0026659	CDK1	40906	FALSE
RTS0026660	SEPTIN7	40907	FALSE
RTS0026661	CDC25A	40908	FALSE
RTS0026662	CDH2	40909	FALSE
RTS0026663	CDH3	40910	FALSE
RTS0026664	CDH4	40911	FALSE
RTS0026665	CDH5	40912	FALSE
RTS0026666	CDH8	40913	FALSE
RTS0026667	CDH11	40914	FALSE
RTS0026668	CDK2	40915	FALSE
RTS0026669	CDK7	40916	FALSE
RTS0026670	CDKN2D	40917	FALSE
RTS0026671	CDO1	40918	FALSE
RTS0026672	CDR2	40919	FALSE
RTS0026673	CD52	40920	FALSE
RTS0026674	CDX1	40921	FALSE
RTS0026675	CEBPE	40922	FALSE
RTS0026676	CEBPG	40923	FALSE
RTS0026677	CEL	40924	FALSE
RTS0026678	CENPB	40925	FALSE
RTS0026679	CENPC	40926	FALSE
RTS0026680	CENPE	40927	FALSE
RTS0026681	CEACAM4	40928	FALSE
RTS0026682	AKR1C4	40929	FALSE
RTS0026683	CHGB	40930	FALSE
RTS0026684	CHML	40931	FALSE
RTS0026685	CKB	40932	FALSE
RTS0026686	CKM	40933	FALSE
RTS0026687	CKS1B	40934	FALSE
RTS0026691	CMA1	40935	FALSE
RTS0026692	CCR3	40936	FALSE
RTS0026693	CCR7	40937	FALSE
